path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,CytoSenseOpticalUnitProperty,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,LaserColor,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,LaserColorName,Undefined laser,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.DualFocus,DualFocus,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_id,PMTLevel_id,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_min,PMTLevel_min,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_max,PMTLevel_max,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Channel_Type,Channel_Type,2,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Description,Description,FWS L,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsFilteredLFChannel,IsFilteredLFChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsHFplusLFchannel,IsHFplusLFchannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LF_HardwareChannelIndex,LF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.HF_HardwareChannelIndex,HF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS L,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,name,FWS R,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,highsensitivity,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,color,Black,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,hasI2CPMTLevel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,CytoSenseOpticalUnitProperty,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,LaserColor,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,LaserColorName,Undefined laser,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.DualFocus,DualFocus,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_id,PMTLevel_id,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_min,PMTLevel_min,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_max,PMTLevel_max,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Channel_Type,Channel_Type,3,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Description,Description,FWS R,[t],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsFilteredLFChannel,IsFilteredLFChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsHFplusLFchannel,IsHFplusLFchannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LF_HardwareChannelIndex,LF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.HF_HardwareChannelIndex,HF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FWS R,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,name,SWS,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,highsensitivity,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,color,Blue,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,hasI2CPMTLevel,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,CytoSenseOpticalUnitProperty,4,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,LaserColor,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,LaserColorName,Undefined laser,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.DualFocus,DualFocus,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_id,PMTLevel_id,1,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_min,PMTLevel_min,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_max,PMTLevel_max,110,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Channel_Type,Channel_Type,4,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Description,Description,SWS,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsFilteredLFChannel,IsFilteredLFChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsHFplusLFchannel,IsHFplusLFchannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LF_HardwareChannelIndex,LF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.HF_HardwareChannelIndex,HF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheckID,lowcheckID,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.name,name,Fl Yellow,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.visible,visible,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.highsensitivity,highsensitivity,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.color,color,Yellow,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.SyncPulseValue,SyncPulseValue,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasI2CPMTLevel,hasI2CPMTLevel,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.CytoSenseOpticalUnitProperty,CytoSenseOpticalUnitProperty,4,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColor,LaserColor,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LaserColorName,LaserColorName,Undefined laser,[t],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.DualFocus,DualFocus,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_id,PMTLevel_id,7,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_min,PMTLevel_min,0,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.PMTLevel_max,PMTLevel_max,120,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Channel_Type,Channel_Type,7,[f],None,False,False,FALSE,False,False,Channel descriptions - SWS,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.Description,Description,Fl Yellow,[t],None,False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsFilteredLFChannel,IsFilteredLFChannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.IsHFplusLFchannel,IsHFplusLFchannel,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.LF_HardwareChannelIndex,LF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.HF_HardwareChannelIndex,HF_HardwareChannelIndex,-1,[f],None,False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.hasLowCheck,hasLowCheck,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.channels.lowcheck,lowcheck,0,[f],None,False,False,FALSE,False,False,Channel descriptions - FLY,nan,,,
